views_int,views,ai_comment_mentions,comments_scanned,comments,norwegian_score,title,channel,channel_country,default_language,default_audio_language,url,duration,upload_date,found_by_queries,norwegian_reasons,norwegian_markers_found,ai_markers_in_metadata,subscribers,channel_video_count,comment_scan_error,ai_comment_texts
36546,36546,0,0,0,19,"Jeg gikk meg over sjø og land, SHORTS Vinkeland #barnesang #barnesanger #norsk",TaraShow Norsk,NO,no,no,https://www.youtube.com/shorts/KfgXt0mtaOM,0:19,2025-03-11T07:30:07Z,norsk,channel_country=NO; defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; det; ikke; jeg; med; norge; norsk; og; på; til; å; æ; ø,,8320,305,"YouTube API error 403: {
  ""error"": {
    ""code"": 403,
    ""message"": ""The video identified by the \u003ccode\u003e\u003ca href=\""/youtube/v3/docs/commentThreads/list#videoId\""\u003evideoId\u003c/a\u003e\u003c/code\u003e parameter has disabled comments."",
    ""errors"": [
      {
        ""message"": """,
36093,36093,0,14,14,6,Det er den sykeste sveisen noensinne! Takk zetlamcuts #norge #frisør #norsk,Amund Pettersen,,en,en,https://www.youtube.com/shorts/5VQgsJ2mLLc,0:49,2026-06-06T08:06:05Z,Norge,Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,den; det; følg; norsk; til; å; æ; ø,,7760,160,,
35528,35528,0,0,0,19,SHORTS   Killibukkene Lukas #barnesang #barnesanger #norsk,TaraShow Norsk,NO,no,no,https://www.youtube.com/shorts/AuwzP24Psdk,0:19,2024-10-29T12:15:01Z,norsk,channel_country=NO; defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; det; ikke; med; norge; norsk; og; på; til; å; æ; ø,,8320,305,"YouTube API error 403: {
  ""error"": {
    ""code"": 403,
    ""message"": ""The video identified by the \u003ccode\u003e\u003ca href=\""/youtube/v3/docs/commentThreads/list#videoId\""\u003evideoId\u003c/a\u003e\u003c/code\u003e parameter has disabled comments."",
    ""errors"": [
      {
        ""message"": """,
35050,35050,0,11,17,19,Lær norsk raskt med Norsk Tolk,Norsk Tolk | NTN Skole,NO,no,no,https://www.youtube.com/shorts/BiSC4A0le60,0:53,2024-09-22T20:10:22Z,norske,channel_country=NO; defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; du; hva; hvordan; med; norge; norsk; og; på; til; velkommen; å; æ; ø,,33400,351,,
34938,34938,0,21,33,15,Styggeste dialekten i Norge? #dialekt,GUTTAVIBEZ ,NO,no,,https://www.youtube.com/shorts/hur5DYENDc4,0:16,2025-10-24T16:01:57Z,Norge; norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,følg; norge; og; på; til; å; ø,,13400,159,,
34281,34281,0,8,15,19,17. mai hurra rop for barn 🇳🇴 #17mai #nasjonaldag #hurra #norge,KnøtteShow - Eventyr og barnesanger på norsk,NO,no,no,https://www.youtube.com/shorts/QPxOPCwbGcI,0:10,2025-05-13T17:00:35Z,Norge,channel_country=NO; defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; med; norsk; norske; og; på; å; æ; ø,,1400,167,,
34123,34123,0,18,21,19,Ludvik sang «Fight Song» i finalen | Finale | Norske talenter,Norske talenter,NO,no,no,https://www.youtube.com/shorts/FVLi-YtFEp8,2:57,2023-12-04T15:00:12Z,norske,channel_country=NO; defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; følg; norsk; norske; på; å; ø,,11600,466,,
33679,33679,1,25,32,10,Song Norway🇳🇴  World Cup 2026 🏆🎵 GUTTA GUTTA,ID-AI,NO,no,,https://www.youtube.com/shorts/_X1xxP50JqA,0:44,2026-05-31T19:52:56Z,Norge,channel_country=NO; defaultLanguage=no; found by broad Norway/Norwegian seed query,,ai,2130,164,,Du kan prøve så mye du vil men dette AI-pisset her blir ikke VM sangen
33615,33615,0,0,0,15,Barske bøller 2 | Offisiell trailer (norsk tale),United International Pictures Norway,NO,no,,https://www.youtube.com/shorts/GK3ZzAeq9jA,2:25,2025-06-19T10:23:24Z,norsk,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,følg; og; på; å; ø,,168000,3365,"YouTube API error 403: {
  ""error"": {
    ""code"": 403,
    ""message"": ""The video identified by the \u003ccode\u003e\u003ca href=\""/youtube/v3/docs/commentThreads/list#videoId\""\u003evideoId\u003c/a\u003e\u003c/code\u003e parameter has disabled comments."",
    ""errors"": [
      {
        ""message"": """,
33580,33580,0,11,12,6,Norge stiller sterkt her! #norge #vm #norsk,Amund Pettersen,,en,en,https://www.youtube.com/shorts/TxXscD-vPa0,0:24,2026-05-03T13:59:06Z,Norge; norske,Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,følg; norge; norsk; til; å; æ; ø,,7760,160,,
33364,33364,0,0,24,8,Norge skal til VM,Soppgirobygget - Topic,,no,,https://www.youtube.com/shorts/66x_D-urY8g,2:24,2026-05-07T10:04:22Z,Norge; norske,defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,norge; til; ø,generated,338,46,"YouTube API error 403: {
  ""error"": {
    ""code"": 403,
    ""message"": ""The video identified by the \u003ccode\u003e\u003ca href=\""/youtube/v3/docs/commentThreads/list#videoId\""\u003evideoId\u003c/a\u003e\u003c/code\u003e parameter has disabled comments."",
    ""errors"": [
      {
        ""message"": """,
33270,33270,0,0,22,4,Skål For Norway,Norske Eventyr - Topic,,da,,https://www.youtube.com/shorts/73qLHKVQwtY,2:54,2026-06-15T10:04:42Z,Norge,Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,norsk; norske; å,generated,10,24,"YouTube API error 403: {
  ""error"": {
    ""code"": 403,
    ""message"": ""The video identified by the \u003ccode\u003e\u003ca href=\""/youtube/v3/docs/commentThreads/list#videoId\""\u003evideoId\u003c/a\u003e\u003c/code\u003e parameter has disabled comments."",
    ""errors"": [
      {
        ""message"": """,
32998,32998,0,0,0,10,Barnesanger på norsk  Bæ bæ lille lam #norsk,Norske Barnesanger,,no,,https://www.youtube.com/shorts/ovC1docyic8,1:31,2025-10-08T15:01:35Z,norske,defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; det; du; norsk; norske; og; på; til; velkommen; å; æ; ø,,51900,117,"YouTube API error 403: {
  ""error"": {
    ""code"": 403,
    ""message"": ""The video identified by the \u003ccode\u003e\u003ca href=\""/youtube/v3/docs/commentThreads/list#videoId\""\u003evideoId\u003c/a\u003e\u003c/code\u003e parameter has disabled comments."",
    ""errors"": [
      {
        ""message"": """,
32738,32738,0,0,0,15,Hjulene På Bussen | Klassisk norsk barnesang med bevegelser | TITTEI,Tittei,NO,no,,https://www.youtube.com/shorts/wZw676zn_V4,2:07,2026-01-14T05:01:12Z,norsk,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; der; med; norsk; og; på; til; velkommen; å; æ; ø,,906,67,"YouTube API error 403: {
  ""error"": {
    ""code"": 403,
    ""message"": ""The video identified by the \u003ccode\u003e\u003ca href=\""/youtube/v3/docs/commentThreads/list#videoId\""\u003evideoId\u003c/a\u003e\u003c/code\u003e parameter has disabled comments."",
    ""errors"": [
      {
        ""message"": """,
32722,32722,0,49,73,10,Labubu unboxing💕💞#labubu #norsk #isabelleerisksen #unboxing xing #norskunderholdning,Isabelle E.,,no,,https://www.youtube.com/shorts/UwoFQ_VMebM,1:08,2025-07-22T12:23:09Z,norsk,defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,det; dette; fordi; følg; ikke; og; til; å; æ; ø,,1080,112,,
32588,32588,0,96,105,8,MY SECOND PERFORMANCE AT NORSKE TALENTER (2024) - DOMMERUTVELGELSE (JUDGE SELECTION) - EXTREME DRUMS,Mauricio Weimar - EXTREME DRUMS,NO,en,en-US,https://www.youtube.com/shorts/KTn4G-zNm-8,2:07,2024-10-14T08:47:39Z,norske,channel_country=NO; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,norsk; norske,,352000,741,,
32026,32026,0,22,40,12,Norge Skårte Mål (Norway Scored a Goooooooooal) 🏆,HaalandHub,NO,no,,https://www.youtube.com/shorts/ANryxbkYVcg,0:16,2026-06-15T15:30:18Z,Norge; norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,norge; å,,69200,824,,
31865,31865,0,55,63,19,Gjett Norge Spilleren 🤔⚽🇳🇴,fcQuiz Norge,NO,no,no,https://www.youtube.com/shorts/uan9kd4lm_o,0:08,2026-06-18T15:30:15Z,norske,channel_country=NO; defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; du; følg; norge; norsk; norske; og; på; å; ø,,833,239,,
31154,31154,0,0,0,15,Trollmors vuggevise  | Klassisk norsk barnesang og vuggevise for leggetid | TITTEI,Tittei,NO,no,,https://www.youtube.com/shorts/20ENC5p4R7c,1:32,2026-01-05T11:02:49Z,norsk,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; der; du; ikke; med; norsk; norske; og; på; til; velkommen; å; æ; ø,ai,906,67,"YouTube API error 403: {
  ""error"": {
    ""code"": 403,
    ""message"": ""The video identified by the \u003ccode\u003e\u003ca href=\""/youtube/v3/docs/commentThreads/list#videoId\""\u003evideoId\u003c/a\u003e\u003c/code\u003e parameter has disabled comments."",
    ""errors"": [
      {
        ""message"": """,
30958,30958,0,36,68,15,André Hustoft Nesheim | På Bredden (Vamp) | LIVE | The Voice Norway 2026,The Voice Norway,NO,no,en-US,https://www.youtube.com/shorts/r5QxXmQxikc,2:30,2026-05-23T10:38:22Z,Norge,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,norge; og; på; å; æ; ø,,386000,1392,,
30894,30894,0,43,49,3,UNSTOPPABLE! Another marvellous win! | Norway vs Germany 0-4 | Highlights | World Cup Qualifier,DFB,DE,en,en,https://www.youtube.com/shorts/pbysWl5esko,3:00,2026-03-07T20:05:11Z,Norge,Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,den; der,,654000,4130,,
30743,30743,0,0,0,15,Edderkoppen sangen | Norske barnesanger  | Tittei,Tittei,NO,no,,https://www.youtube.com/shorts/LEOo8uh-j9M,2:24,2026-04-23T04:30:12Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; den; der; du; ikke; med; norsk; norske; og; på; til; velkommen; å; æ; ø,,906,67,"YouTube API error 403: {
  ""error"": {
    ""code"": 403,
    ""message"": ""The video identified by the \u003ccode\u003e\u003ca href=\""/youtube/v3/docs/commentThreads/list#videoId\""\u003evideoId\u003c/a\u003e\u003c/code\u003e parameter has disabled comments."",
    ""errors"": [
      {
        ""message"": """,
30722,30722,0,3,10,10,Flyhavarikommisjonen: Ulykken fra Norge | National Geographic,National Geographic Nordic,SE,no,en,https://www.youtube.com/shorts/OwLhiC-XI7o,0:59,2026-01-26T11:00:48Z,Norge,defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,den; med; norge; norsk; på; å; æ; ø,,2560,64,,
30572,30572,0,1,6,6,Norge har med sig 80 kilo brunost till VM,Expressen Sport,SE,sv,sv,https://www.youtube.com/shorts/qlbXOhoTO4s,0:30,2026-06-21T13:50:38Z,norske,Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,det; du; med; norge; på; å,,11100,3596,,
29804,29804,0,0,0,15,Grusomme meg 4 | Offisiell trailer (norsk tale),United International Pictures Norway,NO,no,,https://www.youtube.com/shorts/oPUOn2JP3jA,2:43,2024-05-07T20:23:46Z,norsk,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,den; dette; du; følg; med; norsk; norske; og; på; å; ø,,168000,3365,"YouTube API error 403: {
  ""error"": {
    ""code"": 403,
    ""message"": ""The video identified by the \u003ccode\u003e\u003ca href=\""/youtube/v3/docs/commentThreads/list#videoId\""\u003evideoId\u003c/a\u003e\u003c/code\u003e parameter has disabled comments."",
    ""errors"": [
      {
        ""message"": """,
29490,29490,0,0,0,15,Transformers One | Offisiell trailer (norsk tale),United International Pictures Norway,NO,no,,https://www.youtube.com/shorts/XdD3Q5ita04,2:52,2024-04-18T14:03:00Z,norsk,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,følg; og; på; å; ø,,168000,3365,"YouTube API error 403: {
  ""error"": {
    ""code"": 403,
    ""message"": ""The video identified by the \u003ccode\u003e\u003ca href=\""/youtube/v3/docs/commentThreads/list#videoId\""\u003evideoId\u003c/a\u003e\u003c/code\u003e parameter has disabled comments."",
    ""errors"": [
      {
        ""message"": """,
29318,29318,0,14,18,14,Minigrammatikk!🤗⁠ Gjettet du riktig før jeg tok av lappene? ⁠,Speak Norsk,NO,no,,https://www.youtube.com/shorts/gHvcrklmi5E,0:38,2024-10-21T01:25:17Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,du; jeg; norsk; ø,,65100,140,,
28930,28930,0,8,10,6,Skulle bare kødde litt Mariell Olsen #kjæreste #morsomt #norsk,Amund Pettersen,,en,en,https://www.youtube.com/shorts/DLq6nru7jLQ,0:09,2026-06-20T08:03:32Z,norsk,Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,følg; norsk; til; å; æ; ø,,7760,160,,
28750,28750,0,3,4,15,Det ble Haaland-dobbel i norsk målfest 🥳 Les alt om VM på nrk.no,NRK,NO,no,,https://www.youtube.com/shorts/DLXOeLK8yas,0:09,2026-06-17T07:02:23Z,Norge; norsk; norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,det; dette; du; norge; norsk; og; på; å,,409000,3706,,
28377,28377,0,22,39,19,Lære norsk vokabular |  #lærenorsk #vokabular #norskspråk #learningnorwegian #lærnorsk #verb #norge,Norsk Tolk | NTN Skole,NO,no,no,https://www.youtube.com/shorts/0LXLhLb5iIE,0:40,2023-12-30T17:26:49Z,norske,channel_country=NO; defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; du; hva; hvordan; med; norge; norsk; og; på; til; velkommen; å; æ; ø,,33400,351,,
28326,28326,0,2,2,7,Hva hadde du gjort? 🧐 #norge #norsk #ai #funny #sora #sora2 #bear #wife Credit: LionSushii,JakobogKG6967 ,,no,,https://www.youtube.com/shorts/23qpvR4gooU,0:10,2025-10-25T11:39:19Z,norsk,defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,du; hva,ai; sora,2060,74,,
28159,28159,2,48,75,14,VI ER NORGE,Merkel I Knipe,,no,no,https://www.youtube.com/shorts/oAQBkS-p97Q,2:31,2026-03-21T16:55:48Z,Norge,defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,ikke; med; norge; og; på; til; å; ø,ai,1690,74,,Liker hvordan alt er AI med unntak av Støre som danser i Pride 😂😂 || Er ikke fan av ai men ja liker ikke at Norge etter covid alt politisk og kongelig ble boikottet som bare det. Gjør meg bare helt utrolig trist å se et land leve på en løgn i flere tiår og se alt komme i denne irriterende men forventelig virkeligheten.
28042,28042,0,0,0,15,"Hesten Min 🐴🐎 Hestesang For Barn & Babyer | Norske Barnesanger Om Hester, Poneys | HeyKids",HeyKids - Barnesanger på Norsk,NO,no,,https://www.youtube.com/shorts/H8UPC4Wn8pw,2:12,2025-11-01T08:00:25Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; der; det; du; med; norsk; norske; og; på; til; velkommen; å; æ; ø,,221000,220,"YouTube API error 403: {
  ""error"": {
    ""code"": 403,
    ""message"": ""The video identified by the \u003ccode\u003e\u003ca href=\""/youtube/v3/docs/commentThreads/list#videoId\""\u003evideoId\u003c/a\u003e\u003c/code\u003e parameter has disabled comments."",
    ""errors"": [
      {
        ""message"": """,
27789,27789,0,5,6,5,Han flyr ⛷️ Credit: LionSushii #norsk #norge #ai #funny #slalom #ski #skiing #redbull #sport #sports,JakobogKG6967 ,,no,,https://www.youtube.com/shorts/_0sc9MZcHI8,0:20,2025-10-18T14:11:59Z,norsk,defaultLanguage=no; found by broad Norway/Norwegian seed query,,ai,2060,74,,
27674,27674,0,2,2,3,Norway 🇳🇴 1-1 🇲🇦 Morocco - International Friendly,RDP FC,,id,en,https://www.youtube.com/shorts/LYA2M93bR_o,0:12,2026-06-08T05:20:37Z,Norge,Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,å; ø,,8330,168,,
27606,27606,0,7,16,14,Pov: Han som tar aprilsnarr altfor seriøst💀😭 #markuzlife #norsk #funny #aprilsnarr,Markuz Life,NO,no,und,https://www.youtube.com/shorts/g3fLaEj0Xh0,0:23,2025-04-01T14:49:19Z,norsk,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,jeg; og; å; ø,,53400,492,,
27527,27527,0,10,11,7,Hva koster egentlig frakken? @Victor Flygind #morsomt #gutter #norsk,Amund Pettersen,,no,,https://www.youtube.com/shorts/tWGa0BzXUD0,0:08,2025-10-08T14:38:48Z,norsk,defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; hva,,1400,37,,
27066,27066,0,25,26,10,Norske fraser #norskspråk #norsk #norskkurs #norwegian #språk #grammatikk #lærer #norskgrammatikk,Norsk Med Hijran,,no,,https://www.youtube.com/shorts/VQYXezi5bKM,0:29,2024-01-09T18:21:48Z,norske,defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,du; følg; med; norsk; norske; og; på; å; æ; ø,,2340,22,,
